date,season,temperature_c,rainfall_mm,humidity_percent,wind_speed_kmh,condition,is_extreme_heat,is_heavy_rain,is_storm
2020-12-24,winter,23.3,0.0,67.5,14.0,Pleasant,False,False,False
2020-12-25,winter,23.2,0.0,56.4,5.9,Pleasant,False,False,False
2020-12-26,winter,24.2,0.0,58.4,3.9,Pleasant,False,False,False
2020-12-27,winter,25.0,0.0,55.6,17.4,Pleasant,False,False,False
2020-12-28,winter,23.1,0.0,60.4,13.8,Pleasant,False,False,False
2020-12-29,winter,29.5,0.0,57.2,2.5,Pleasant,False,False,False
2020-12-30,winter,25.7,0.0,63.2,9.3,Pleasant,False,False,False
2020-12-31,winter,29.4,0.0,40.2,1.0,Pleasant,False,False,False
2021-01-01,winter,26.0,0.0,65.7,7.6,Pleasant,False,False,False
2021-01-02,winter,20.9,0.0,50.3,5.5,Pleasant,False,False,False
2021-01-03,winter,26.2,0.0,65.4,24.5,Pleasant,False,False,False
2021-01-04,winter,28.4,0.0,60.3,15.2,Pleasant,False,False,False
2021-01-05,winter,22.2,0.0,75.1,7.8,Pleasant,False,False,False
2021-01-06,winter,21.2,0.0,63.9,14.3,Pleasant,False,False,False
2021-01-07,winter,23.2,0.0,63.5,7.0,Pleasant,False,False,False
2021-01-08,winter,18.2,0.0,58.9,27.4,Cool,False,False,False
2021-01-09,winter,26.0,0.0,61.5,6.4,Pleasant,False,False,False
2021-01-10,winter,29.7,0.0,55.8,3.9,Pleasant,False,False,False
2021-01-11,winter,24.7,0.0,59.5,8.3,Pleasant,False,False,False
2021-01-12,winter,22.4,0.0,59.4,5.7,Pleasant,False,False,False
2021-01-13,winter,30.2,0.0,67.6,6.8,Hot,False,False,False
2021-01-14,winter,21.9,0.0,54.2,7.0,Pleasant,False,False,False
2021-01-15,winter,27.2,0.0,65.6,3.1,Pleasant,False,False,False
2021-01-16,winter,23.8,0.0,57.6,8.4,Pleasant,False,False,False
2021-01-17,winter,20.2,0.0,57.2,21.8,Pleasant,False,False,False
2021-01-18,winter,24.4,0.0,64.5,18.3,Pleasant,False,False,False
2021-01-19,winter,24.0,0.0,63.9,3.8,Pleasant,False,False,False
2021-01-20,winter,26.5,0.0,67.4,18.3,Pleasant,False,False,False
2021-01-21,winter,25.3,0.0,63.9,7.3,Pleasant,False,False,False
2021-01-22,winter,18.0,0.0,52.3,11.8,Cool,False,False,False
2021-01-23,winter,23.3,0.0,61.1,21.6,Pleasant,False,False,False
2021-01-24,winter,19.6,0.0,58.9,2.8,Cool,False,False,False
2021-01-25,winter,28.2,0.0,58.2,2.2,Pleasant,False,False,False
2021-01-26,winter,26.6,0.0,62.6,23.5,Pleasant,False,False,False
2021-01-27,winter,23.9,0.0,54.7,6.4,Pleasant,False,False,False
2021-01-28,winter,23.9,0.0,62.8,7.8,Pleasant,False,False,False
2021-01-29,winter,24.9,0.0,59.0,18.7,Pleasant,False,False,False
2021-01-30,winter,25.1,0.0,62.4,6.3,Pleasant,False,False,False
2021-01-31,winter,27.9,0.0,60.2,7.5,Pleasant,False,False,False
2021-02-01,winter,25.4,0.0,56.6,34.6,Pleasant,False,False,False
2021-02-02,winter,23.3,0.0,59.2,2.9,Pleasant,False,False,False
2021-02-03,winter,21.8,0.0,59.2,23.6,Pleasant,False,False,False
2021-02-04,winter,26.7,0.0,66.4,4.4,Pleasant,False,False,False
2021-02-05,winter,25.5,0.0,60.3,6.8,Pleasant,False,False,False
2021-02-06,winter,25.3,0.0,65.0,4.7,Pleasant,False,False,False
2021-02-07,winter,24.3,1.86,78.1,10.5,Pleasant,False,False,False
2021-02-08,winter,21.3,0.0,56.7,5.7,Pleasant,False,False,False
2021-02-09,winter,27.4,0.0,58.4,9.1,Pleasant,False,False,False
2021-02-10,winter,20.2,0.0,64.7,21.2,Pleasant,False,False,False
2021-02-11,winter,28.4,0.0,64.9,7.3,Pleasant,False,False,False
2021-02-12,winter,19.2,0.0,61.8,0.6,Cool,False,False,False
2021-02-13,winter,20.6,0.0,60.8,8.3,Pleasant,False,False,False
2021-02-14,winter,26.9,0.0,57.4,14.5,Pleasant,False,False,False
2021-02-15,winter,26.4,3.4,89.8,20.6,Pleasant,False,False,False
2021-02-16,winter,25.9,0.0,62.4,3.6,Pleasant,False,False,False
2021-02-17,winter,28.2,0.0,63.4,20.1,Pleasant,False,False,False
2021-02-18,winter,19.0,0.0,52.8,5.3,Cool,False,False,False
2021-02-19,winter,27.2,0.0,47.3,9.5,Pleasant,False,False,False
2021-02-20,winter,26.7,0.0,58.9,19.7,Pleasant,False,False,False
2021-02-21,winter,19.6,0.0,53.0,14.0,Cool,False,False,False
2021-02-22,winter,23.5,0.0,60.3,14.9,Pleasant,False,False,False
2021-02-23,winter,20.9,0.0,66.1,3.3,Pleasant,False,False,False
2021-02-24,winter,21.7,0.0,60.2,1.5,Pleasant,False,False,False
2021-02-25,winter,25.3,0.0,60.6,58.2,Pleasant,False,False,False
2021-02-26,winter,25.2,0.0,58.7,3.7,Pleasant,False,False,False
2021-02-27,winter,23.9,0.0,71.3,7.8,Pleasant,False,False,False
2021-02-28,winter,29.8,0.0,61.9,5.4,Pleasant,False,False,False
2021-03-01,summer,38.8,0.0,53.9,3.2,Very Hot,True,False,False
2021-03-02,summer,31.2,0.0,56.9,8.3,Hot,False,False,False
2021-03-03,summer,36.2,0.0,62.6,8.0,Very Hot,True,False,False
2021-03-04,summer,37.8,0.0,67.6,10.3,Very Hot,True,False,False
2021-03-05,summer,33.0,0.0,63.4,0.6,Hot,False,False,False
2021-03-06,summer,34.4,0.0,69.8,14.9,Hot,False,False,False
2021-03-07,summer,32.5,3.89,84.2,7.1,Hot,False,False,False
2021-03-08,summer,32.0,0.0,65.8,21.7,Hot,False,False,False
2021-03-09,summer,31.5,0.0,51.5,13.7,Hot,False,False,False
2021-03-10,summer,28.9,0.0,54.2,15.7,Pleasant,False,False,False
2021-03-11,summer,34.4,0.0,73.8,19.2,Hot,False,False,False
2021-03-12,summer,27.9,0.0,66.3,11.6,Pleasant,False,False,False
2021-03-13,summer,30.6,0.0,75.1,7.6,Hot,False,False,False
2021-03-14,summer,32.8,0.0,64.0,12.3,Hot,False,False,False
2021-03-15,summer,34.4,0.0,62.3,6.0,Hot,False,False,False
2021-03-16,summer,32.8,0.0,65.2,7.7,Hot,False,False,False
2021-03-17,summer,32.2,0.0,61.9,2.4,Hot,False,False,False
2021-03-18,summer,31.1,0.0,70.9,8.1,Hot,False,False,False
2021-03-19,summer,31.3,0.0,70.9,5.9,Hot,False,False,False
2021-03-20,summer,36.2,0.0,56.0,7.2,Very Hot,True,False,False
2021-03-21,summer,34.2,0.0,60.1,20.1,Hot,False,False,False
2021-03-22,summer,31.5,0.0,63.6,8.6,Hot,False,False,False
2021-03-23,summer,32.4,0.0,68.5,31.2,Hot,False,False,False
2021-03-24,summer,35.0,0.0,69.8,11.6,Hot,False,False,False
2021-03-25,summer,33.0,6.27,86.1,3.9,Rainy,False,False,False
2021-03-26,summer,29.0,0.0,63.7,7.7,Pleasant,False,False,False
2021-03-27,summer,35.1,0.0,53.8,17.4,Very Hot,False,False,False
2021-03-28,summer,34.0,0.0,59.3,4.3,Hot,False,False,False
2021-03-29,summer,38.4,0.0,75.1,12.5,Very Hot,True,False,False
2021-03-30,summer,35.4,0.0,60.9,1.4,Very Hot,False,False,False
2021-03-31,summer,35.5,0.0,60.1,11.0,Very Hot,False,False,False
2021-04-01,summer,39.2,0.0,70.6,3.8,Very Hot,True,False,False
2021-04-02,summer,34.3,1.39,88.6,14.9,Hot,False,False,False
2021-04-03,summer,34.4,0.0,54.8,7.6,Hot,False,False,False
2021-04-04,summer,32.8,0.0,71.8,12.7,Hot,False,False,False
2021-04-05,summer,30.2,0.0,59.4,4.4,Hot,False,False,False
2021-04-06,summer,30.3,0.0,63.8,6.6,Hot,False,False,False
2021-04-07,summer,28.9,0.0,64.1,12.9,Pleasant,False,False,False
2021-04-08,summer,30.3,0.0,52.8,8.3,Hot,False,False,False
2021-04-09,summer,37.1,0.0,52.5,11.1,Very Hot,True,False,False
2021-04-10,summer,32.8,0.0,74.1,12.3,Hot,False,False,False
2021-04-11,summer,36.5,0.0,68.9,9.0,Very Hot,True,False,False
2021-04-12,summer,32.2,0.0,62.4,17.2,Hot,False,False,False
2021-04-13,summer,32.9,0.0,71.8,4.2,Hot,False,False,False
2021-04-14,summer,34.9,0.0,65.1,3.6,Hot,False,False,False
2021-04-15,summer,33.0,0.0,61.5,3.7,Hot,False,False,False
2021-04-16,summer,34.7,0.0,62.1,7.6,Hot,False,False,False
2021-04-17,summer,34.2,0.0,64.7,2.2,Hot,False,False,False
2021-04-18,summer,30.6,0.0,71.1,2.5,Hot,False,False,False
2021-04-19,summer,28.6,0.0,64.6,3.2,Pleasant,False,False,False
2021-04-20,summer,32.8,0.0,48.7,2.2,Hot,False,False,False
2021-04-21,summer,34.1,0.0,58.4,12.7,Hot,False,False,False
2021-04-22,summer,31.5,0.0,54.2,10.4,Hot,False,False,False
2021-04-23,summer,31.1,0.0,67.2,3.3,Hot,False,False,False
2021-04-24,summer,32.5,0.0,57.2,1.8,Hot,False,False,False
2021-04-25,summer,36.4,0.0,55.8,8.5,Very Hot,True,False,False
2021-04-26,summer,30.1,0.0,67.7,1.5,Hot,False,False,False
2021-04-27,summer,37.6,0.0,63.3,15.1,Very Hot,True,False,False
2021-04-28,summer,33.2,0.0,72.1,4.5,Hot,False,False,False
2021-04-29,summer,31.2,0.0,61.7,19.1,Hot,False,False,False
2021-04-30,summer,32.4,0.0,53.4,15.2,Hot,False,False,False
2021-05-01,summer,33.0,0.0,69.1,7.9,Hot,False,False,False
2021-05-02,summer,29.6,0.0,60.6,6.4,Pleasant,False,False,False
2021-05-03,summer,34.9,0.0,62.1,5.5,Hot,False,False,False
2021-05-04,summer,36.3,0.0,75.2,2.0,Very Hot,True,False,False
2021-05-05,summer,33.7,0.0,62.5,6.2,Hot,False,False,False
2021-05-06,summer,31.9,0.0,67.1,5.2,Hot,False,False,False
2021-05-07,summer,33.6,0.0,57.5,16.0,Hot,False,False,False
2021-05-08,summer,34.2,0.0,61.8,14.2,Hot,False,False,False
2021-05-09,summer,34.0,0.0,53.1,2.6,Hot,False,False,False
2021-05-10,summer,30.6,0.0,62.5,20.4,Hot,False,False,False
2021-05-11,summer,30.5,0.0,76.8,2.8,Hot,False,False,False
2021-05-12,summer,29.6,0.0,70.8,3.0,Pleasant,False,False,False
2021-05-13,summer,32.5,0.0,65.6,7.5,Hot,False,False,False
2021-05-14,summer,36.9,0.0,59.0,10.4,Very Hot,True,False,False
2021-05-15,summer,33.4,0.0,56.7,7.3,Hot,False,False,False
2021-05-16,summer,38.9,0.0,56.9,8.0,Very Hot,True,False,False
2021-05-17,summer,28.4,0.0,61.6,6.9,Pleasant,False,False,False
2021-05-18,summer,34.0,0.0,65.0,9.5,Hot,False,False,False
2021-05-19,summer,37.1,0.0,61.1,4.9,Very Hot,True,False,False
2021-05-20,summer,31.8,0.0,61.0,4.4,Hot,False,False,False
2021-05-21,summer,33.2,0.0,64.5,0.8,Hot,False,False,False
2021-05-22,summer,33.1,0.0,62.7,4.9,Hot,False,False,False
2021-05-23,summer,37.4,0.0,63.6,8.1,Very Hot,True,False,False
2021-05-24,summer,32.7,0.0,65.2,6.3,Hot,False,False,False
2021-05-25,summer,33.0,0.0,60.7,16.0,Hot,False,False,False
2021-05-26,summer,38.1,0.0,60.8,9.8,Very Hot,True,False,False
2021-05-27,summer,40.0,0.0,52.5,10.3,Very Hot,True,False,False
2021-05-28,summer,30.9,0.0,62.4,11.5,Hot,False,False,False
2021-05-29,summer,34.7,0.0,58.1,6.8,Hot,False,False,False
2021-05-30,summer,30.4,0.0,72.0,8.6,Hot,False,False,False
2021-05-31,summer,30.3,0.73,77.9,28.7,Hot,False,False,False
2021-06-01,monsoon,27.4,18.96,84.0,22.6,Rainy,False,False,False
2021-06-02,monsoon,32.5,27.42,89.2,15.8,Heavy Rain,False,False,False
2021-06-03,monsoon,27.8,86.68,95.6,91.0,Storm,False,True,True
2021-06-04,monsoon,26.5,16.71,87.1,34.2,Rainy,False,False,False
2021-06-05,monsoon,30.2,26.27,95.3,43.8,Heavy Rain,False,False,False
2021-06-06,monsoon,29.8,22.46,100.0,37.6,Heavy Rain,False,False,False
2021-06-07,monsoon,27.0,1.9,89.9,12.7,Pleasant,False,False,False
2021-06-08,monsoon,31.0,15.69,87.8,5.4,Rainy,False,False,False
2021-06-09,monsoon,29.0,18.67,84.7,7.8,Rainy,False,False,False
2021-06-10,monsoon,27.0,27.38,96.2,17.6,Heavy Rain,False,False,False
2021-06-11,monsoon,25.0,17.58,85.8,30.4,Rainy,False,False,False
2021-06-12,monsoon,23.9,6.38,83.6,8.2,Rainy,False,False,False
2021-06-13,monsoon,27.7,42.96,99.1,34.2,Heavy Rain,False,False,False
2021-06-14,monsoon,30.2,40.36,100.0,50.8,Heavy Rain,False,False,False
2021-06-15,monsoon,26.0,24.68,97.0,15.0,Heavy Rain,False,False,False
2021-06-16,monsoon,27.0,26.28,94.1,10.9,Heavy Rain,False,False,False
2021-06-17,monsoon,29.4,20.53,97.4,40.7,Heavy Rain,False,False,False
2021-06-18,monsoon,29.7,17.06,90.3,20.5,Rainy,False,False,False
2021-06-19,monsoon,26.5,6.23,84.0,15.0,Rainy,False,False,False
2021-06-20,monsoon,26.3,10.39,88.0,39.6,Rainy,False,False,False
2021-06-21,monsoon,27.5,48.57,91.6,6.0,Heavy Rain,False,False,False
2021-06-22,monsoon,28.8,66.4,90.6,132.0,Storm,False,True,True
2021-06-23,monsoon,26.1,149.02,94.3,22.5,Heavy Rain,False,True,False
2021-06-24,monsoon,29.2,24.95,99.8,3.4,Heavy Rain,False,False,False
2021-06-25,monsoon,26.1,234.77,86.5,103.8,Storm,False,True,True
2021-06-26,monsoon,28.1,41.91,100.0,28.2,Heavy Rain,False,False,False
2021-06-27,monsoon,27.0,6.82,92.5,25.0,Rainy,False,False,False
2021-06-28,monsoon,32.4,29.49,91.4,5.9,Heavy Rain,False,False,False
2021-06-29,monsoon,27.9,19.4,94.0,29.6,Rainy,False,False,False
2021-06-30,monsoon,28.1,29.68,99.7,4.8,Heavy Rain,False,False,False
2021-07-01,monsoon,25.7,17.22,80.4,46.7,Rainy,False,False,False
2021-07-02,monsoon,25.6,4.89,91.9,44.3,Pleasant,False,False,False
2021-07-03,monsoon,26.2,20.74,93.4,22.0,Heavy Rain,False,False,False
2021-07-04,monsoon,29.7,45.75,90.3,35.2,Heavy Rain,False,False,False
2021-07-05,monsoon,28.0,63.15,96.0,28.3,Heavy Rain,False,True,False
2021-07-06,monsoon,26.6,42.52,97.7,30.1,Heavy Rain,False,False,False
2021-07-07,monsoon,28.0,14.17,79.5,10.1,Rainy,False,False,False
2021-07-08,monsoon,27.8,18.24,87.1,20.3,Rainy,False,False,False
2021-07-09,monsoon,24.8,33.13,95.4,56.6,Heavy Rain,False,False,False
2021-07-10,monsoon,30.2,11.83,82.8,10.8,Rainy,False,False,False
2021-07-11,monsoon,28.0,40.75,96.4,25.0,Heavy Rain,False,False,False
2021-07-12,monsoon,25.9,13.56,87.0,28.0,Rainy,False,False,False
2021-07-13,monsoon,30.6,203.62,99.0,27.4,Heavy Rain,False,True,False
2021-07-14,monsoon,27.2,5.87,82.7,12.3,Rainy,False,False,False
2021-07-15,monsoon,29.2,36.29,87.6,20.0,Heavy Rain,False,False,False
2021-07-16,monsoon,31.1,102.88,98.1,25.5,Heavy Rain,False,True,False
2021-07-17,monsoon,27.0,37.66,93.2,30.6,Heavy Rain,False,False,False
2021-07-18,monsoon,31.2,10.38,83.3,10.7,Rainy,False,False,False
2021-07-19,monsoon,31.5,24.47,89.9,21.4,Heavy Rain,False,False,False
2021-07-20,monsoon,30.4,64.18,96.6,26.1,Heavy Rain,False,True,False
2021-07-21,monsoon,25.1,101.64,95.9,22.7,Heavy Rain,False,True,False
2021-07-22,monsoon,24.6,22.18,95.9,30.3,Heavy Rain,False,False,False
2021-07-23,monsoon,25.4,48.97,95.1,41.4,Heavy Rain,False,False,False
2021-07-24,monsoon,27.3,32.74,96.8,7.4,Heavy Rain,False,False,False
2021-07-25,monsoon,26.1,56.37,97.8,27.0,Heavy Rain,False,True,False
2021-07-26,monsoon,29.9,27.13,89.1,18.9,Heavy Rain,False,False,False
2021-07-27,monsoon,28.1,19.45,93.4,22.1,Rainy,False,False,False
2021-07-28,monsoon,29.7,20.95,99.2,21.8,Heavy Rain,False,False,False
2021-07-29,monsoon,30.6,29.4,88.8,10.1,Heavy Rain,False,False,False
2021-07-30,monsoon,29.4,58.57,90.0,11.7,Heavy Rain,False,True,False
2021-07-31,monsoon,29.3,44.42,93.1,29.4,Heavy Rain,False,False,False
2021-08-01,monsoon,30.2,4.87,92.4,16.9,Hot,False,False,False
2021-08-02,monsoon,30.4,35.68,93.0,26.0,Heavy Rain,False,False,False
2021-08-03,monsoon,25.4,11.67,78.4,23.3,Rainy,False,False,False
2021-08-04,monsoon,27.2,77.06,87.1,77.7,Storm,False,True,True
2021-08-05,monsoon,26.6,11.21,80.6,52.9,Rainy,False,False,False
2021-08-06,monsoon,25.9,27.48,92.8,40.7,Heavy Rain,False,False,False
2021-08-07,monsoon,29.1,8.87,87.6,7.4,Rainy,False,False,False
2021-08-08,monsoon,29.8,42.02,87.0,45.2,Heavy Rain,False,False,False
2021-08-09,monsoon,28.0,29.44,96.8,62.0,Heavy Rain,False,False,False
2021-08-10,monsoon,25.2,14.18,88.7,34.2,Rainy,False,False,False
2021-08-11,monsoon,33.3,28.92,90.4,32.0,Heavy Rain,False,False,False
2021-08-12,monsoon,29.0,18.68,78.8,28.4,Rainy,False,False,False
2021-08-13,monsoon,26.9,6.06,83.5,14.3,Rainy,False,False,False
2021-08-14,monsoon,30.5,46.2,95.8,38.2,Heavy Rain,False,False,False
2021-08-15,monsoon,25.3,28.06,100.0,9.3,Heavy Rain,False,False,False
2021-08-16,monsoon,30.9,5.07,83.5,16.1,Rainy,False,False,False
2021-08-17,monsoon,28.5,25.83,90.8,4.3,Heavy Rain,False,False,False
2021-08-18,monsoon,29.9,25.58,96.9,16.5,Heavy Rain,False,False,False
2021-08-19,monsoon,26.8,23.69,91.6,15.3,Heavy Rain,False,False,False
2021-08-20,monsoon,30.8,11.93,87.5,8.5,Rainy,False,False,False
2021-08-21,monsoon,31.8,27.8,96.3,9.5,Heavy Rain,False,False,False
2021-08-22,monsoon,29.8,40.4,97.8,22.0,Heavy Rain,False,False,False
2021-08-23,monsoon,27.7,22.47,100.0,61.2,Heavy Rain,False,False,False
2021-08-24,monsoon,26.1,29.0,99.0,2.4,Heavy Rain,False,False,False
2021-08-25,monsoon,29.1,23.86,100.0,9.2,Heavy Rain,False,False,False
2021-08-26,monsoon,26.0,16.66,83.2,12.1,Rainy,False,False,False
2021-08-27,monsoon,26.0,56.42,89.1,28.8,Heavy Rain,False,True,False
2021-08-28,monsoon,27.0,12.34,85.7,11.4,Rainy,False,False,False
2021-08-29,monsoon,29.2,14.15,88.7,27.3,Rainy,False,False,False
2021-08-30,monsoon,31.7,427.92,94.9,53.6,Storm,False,True,True
2021-08-31,monsoon,28.2,27.22,91.7,4.6,Heavy Rain,False,False,False
2021-09-01,monsoon,25.7,35.56,100.0,152.0,Heavy Rain,False,False,False
2021-09-02,monsoon,27.0,63.04,90.2,35.0,Storm,False,True,True
2021-09-03,monsoon,24.5,29.67,87.5,0.4,Heavy Rain,False,False,False
2021-09-04,monsoon,27.2,54.51,91.0,31.0,Storm,False,True,True
2021-09-05,monsoon,28.6,36.06,92.4,67.1,Heavy Rain,False,False,False
2021-09-06,monsoon,27.6,21.85,95.4,40.2,Heavy Rain,False,False,False
2021-09-07,monsoon,28.2,14.77,90.0,7.2,Rainy,False,False,False
2021-09-08,monsoon,25.5,57.67,100.0,18.1,Heavy Rain,False,True,False
2021-09-09,monsoon,25.8,12.28,86.9,1.8,Rainy,False,False,False
2021-09-10,monsoon,24.9,54.21,93.0,51.0,Storm,False,True,True
2021-09-11,monsoon,32.5,12.39,90.6,22.8,Rainy,False,False,False
2021-09-12,monsoon,26.5,43.71,100.0,25.8,Heavy Rain,False,False,False
2021-09-13,monsoon,27.1,27.85,94.5,42.7,Heavy Rain,False,False,False
2021-09-14,monsoon,26.5,32.03,100.0,5.4,Heavy Rain,False,False,False
2021-09-15,monsoon,24.5,19.27,84.0,2.1,Rainy,False,False,False
2021-09-16,monsoon,28.7,7.84,87.6,19.4,Rainy,False,False,False
2021-09-17,monsoon,30.7,24.95,95.0,20.4,Heavy Rain,False,False,False
2021-09-18,monsoon,29.8,19.87,87.2,9.2,Rainy,False,False,False
2021-09-19,monsoon,28.1,5.63,85.2,14.7,Rainy,False,False,False
2021-09-20,monsoon,29.1,8.55,88.4,15.7,Rainy,False,False,False
2021-09-21,monsoon,25.3,9.16,76.5,12.6,Rainy,False,False,False
2021-09-22,monsoon,32.3,7.43,84.1,19.6,Rainy,False,False,False
2021-09-23,monsoon,28.4,25.67,97.7,10.8,Heavy Rain,False,False,False
2021-09-24,monsoon,27.4,1.93,93.0,10.6,Pleasant,False,False,False
2021-09-25,monsoon,25.6,19.73,87.2,54.4,Rainy,False,False,False
2021-09-26,monsoon,28.3,106.56,95.6,16.0,Heavy Rain,False,True,False
2021-09-27,monsoon,28.4,51.92,86.9,27.9,Heavy Rain,False,True,False
2021-09-28,monsoon,30.6,11.54,75.7,11.8,Rainy,False,False,False
2021-09-29,monsoon,29.3,23.94,91.9,10.4,Heavy Rain,False,False,False
2021-09-30,monsoon,26.5,7.98,94.4,43.5,Rainy,False,False,False
2021-10-01,post_monsoon,29.7,0.0,61.4,7.3,Pleasant,False,False,False
2021-10-02,post_monsoon,28.2,0.0,71.9,13.5,Pleasant,False,False,False
2021-10-03,post_monsoon,31.7,0.0,59.2,12.2,Hot,False,False,False
2021-10-04,post_monsoon,28.0,0.0,65.9,5.4,Pleasant,False,False,False
2021-10-05,post_monsoon,29.8,0.0,53.5,16.2,Pleasant,False,False,False
2021-10-06,post_monsoon,31.6,0.59,84.6,10.5,Hot,False,False,False
2021-10-07,post_monsoon,32.1,0.0,71.3,9.8,Hot,False,False,False
2021-10-08,post_monsoon,33.7,3.66,85.4,7.0,Hot,False,False,False
2021-10-09,post_monsoon,24.1,0.0,62.9,2.3,Pleasant,False,False,False
2021-10-10,post_monsoon,26.2,0.0,50.2,4.6,Pleasant,False,False,False
2021-10-11,post_monsoon,27.8,0.0,57.5,25.6,Pleasant,False,False,False
2021-10-12,post_monsoon,29.7,0.0,62.4,3.3,Pleasant,False,False,False
2021-10-13,post_monsoon,28.9,0.0,49.5,16.9,Pleasant,False,False,False
2021-10-14,post_monsoon,31.1,0.0,63.6,3.3,Hot,False,False,False
2021-10-15,post_monsoon,27.8,0.0,53.7,16.0,Pleasant,False,False,False
2021-10-16,post_monsoon,29.6,0.0,57.6,6.6,Pleasant,False,False,False
2021-10-17,post_monsoon,35.2,0.0,57.5,4.2,Very Hot,False,False,False
2021-10-18,post_monsoon,27.6,0.0,67.5,9.7,Pleasant,False,False,False
2021-10-19,post_monsoon,31.6,0.0,60.3,10.4,Hot,False,False,False
2021-10-20,post_monsoon,30.1,0.0,66.8,4.6,Hot,False,False,False
2021-10-21,post_monsoon,31.3,0.0,68.0,4.8,Hot,False,False,False
2021-10-22,post_monsoon,30.0,0.0,74.4,1.1,Pleasant,False,False,False
2021-10-23,post_monsoon,28.5,0.0,59.2,8.7,Pleasant,False,False,False
2021-10-24,post_monsoon,26.1,0.0,64.9,6.0,Pleasant,False,False,False
2021-10-25,post_monsoon,27.9,0.0,55.6,1.2,Pleasant,False,False,False
2021-10-26,post_monsoon,31.1,0.0,60.5,14.1,Hot,False,False,False
2021-10-27,post_monsoon,29.9,0.0,62.2,5.7,Pleasant,False,False,False
2021-10-28,post_monsoon,27.5,0.0,69.6,11.6,Pleasant,False,False,False
2021-10-29,post_monsoon,26.7,0.0,63.9,16.1,Pleasant,False,False,False
2021-10-30,post_monsoon,27.0,0.0,59.9,17.4,Pleasant,False,False,False
2021-10-31,post_monsoon,30.8,0.0,65.8,5.1,Hot,False,False,False
2021-11-01,winter,22.1,0.0,60.5,16.7,Pleasant,False,False,False
2021-11-02,winter,19.6,0.0,63.4,13.6,Cool,False,False,False
2021-11-03,winter,19.0,0.0,67.2,10.9,Cool,False,False,False
2021-11-04,winter,17.0,0.0,73.9,2.6,Cool,False,False,False
2021-11-05,winter,22.7,5.89,81.2,14.6,Rainy,False,False,False
2021-11-06,winter,21.7,0.0,53.1,6.0,Pleasant,False,False,False
2021-11-07,winter,25.9,0.0,63.5,0.9,Pleasant,False,False,False
2021-11-08,winter,27.9,0.0,61.9,17.3,Pleasant,False,False,False
2021-11-09,winter,20.2,0.0,64.6,22.2,Pleasant,False,False,False
2021-11-10,winter,25.5,0.0,54.4,24.7,Pleasant,False,False,False
2021-11-11,winter,19.6,0.0,49.9,10.1,Cool,False,False,False
2021-11-12,winter,22.1,0.0,56.6,2.7,Pleasant,False,False,False
2021-11-13,winter,27.6,0.0,59.5,11.4,Pleasant,False,False,False
2021-11-14,winter,22.8,0.0,65.6,6.2,Pleasant,False,False,False
2021-11-15,winter,25.9,0.0,59.5,12.2,Pleasant,False,False,False
2021-11-16,winter,23.4,0.0,64.6,28.6,Pleasant,False,False,False
2021-11-17,winter,16.5,0.0,62.4,12.7,Cool,False,False,False
2021-11-18,winter,29.8,0.0,62.6,14.3,Pleasant,False,False,False
2021-11-19,winter,22.8,0.0,73.3,15.6,Pleasant,False,False,False
2021-11-20,winter,22.0,0.0,61.6,22.2,Pleasant,False,False,False
2021-11-21,winter,22.6,0.0,56.7,43.7,Pleasant,False,False,False
2021-11-22,winter,21.5,0.0,58.4,3.0,Pleasant,False,False,False
2021-11-23,winter,23.9,0.0,70.9,7.8,Pleasant,False,False,False
2021-11-24,winter,24.4,0.0,66.7,9.6,Pleasant,False,False,False
2021-11-25,winter,22.4,0.0,63.8,13.7,Pleasant,False,False,False
2021-11-26,winter,24.4,0.0,52.0,17.9,Pleasant,False,False,False
2021-11-27,winter,24.1,0.0,73.1,14.6,Pleasant,False,False,False
2021-11-28,winter,21.5,0.0,67.6,6.5,Pleasant,False,False,False
2021-11-29,winter,23.2,0.0,63.4,8.3,Pleasant,False,False,False
2021-11-30,winter,26.4,0.0,52.8,12.9,Pleasant,False,False,False
2021-12-01,winter,26.3,0.0,61.6,2.7,Pleasant,False,False,False
2021-12-02,winter,21.0,0.0,64.4,10.7,Pleasant,False,False,False
2021-12-03,winter,19.4,1.62,82.5,4.5,Cool,False,False,False
2021-12-04,winter,27.0,0.0,58.8,13.8,Pleasant,False,False,False
2021-12-05,winter,26.9,0.0,68.2,14.6,Pleasant,False,False,False
2021-12-06,winter,25.7,0.0,67.5,6.1,Pleasant,False,False,False
2021-12-07,winter,24.1,0.0,62.3,8.7,Pleasant,False,False,False
2021-12-08,winter,22.3,0.0,58.4,17.4,Pleasant,False,False,False
2021-12-09,winter,22.4,0.0,68.7,12.3,Pleasant,False,False,False
2021-12-10,winter,29.2,0.0,66.6,9.8,Pleasant,False,False,False
2021-12-11,winter,22.7,0.0,62.5,11.1,Pleasant,False,False,False
2021-12-12,winter,23.9,0.0,64.4,7.3,Pleasant,False,False,False
2021-12-13,winter,25.4,0.0,70.3,2.0,Pleasant,False,False,False
2021-12-14,winter,19.1,0.0,68.4,33.9,Cool,False,False,False
2021-12-15,winter,22.6,0.0,66.9,11.7,Pleasant,False,False,False
2021-12-16,winter,24.7,0.0,58.4,2.6,Pleasant,False,False,False
2021-12-17,winter,23.7,0.0,69.1,4.0,Pleasant,False,False,False
