date,hospital_id,opd_count,ipd_count,icu_count,occupied_beds,energy_kwh,diesel_liters,bmw_kg,staff_on_duty
01-06-2023,LILAVATI,4726,1482,9,247,44460,395,2470,162
01-07-2023,LILAVATI,5545,1476,9,246,44280,393,2460,155
01-08-2023,LILAVATI,4842,1548,10,258,46440,412,2580,131
01-09-2023,LILAVATI,4888,1548,10,258,46440,412,2580,146
01-10-2023,LILAVATI,5167,1518,10,253,45540,404,2530,139
01-11-2023,LILAVATI,4448,1440,9,240,43200,384,2400,156
01-12-2023,LILAVATI,5645,1542,10,257,46260,411,2570,163
01-01-2024,LILAVATI,4888,1494,9,249,44820,398,2490,143
01-02-2024,LILAVATI,5481,1392,9,232,41760,371,2320,143
01-03-2024,LILAVATI,4773,1482,9,247,44460,395,2470,139
01-04-2024,LILAVATI,4240,1524,10,254,45720,406,2540,152
01-05-2024,LILAVATI,4567,1404,9,234,42120,374,2340,139
01-06-2024,LILAVATI,5139,1488,9,248,44640,396,2480,178
01-07-2024,LILAVATI,4781,1494,9,249,44820,398,2490,185
01-08-2024,LILAVATI,4422,1458,9,243,43740,388,2430,172
01-09-2024,LILAVATI,5315,1332,8,222,39960,355,2220,145
01-10-2024,LILAVATI,4993,1488,9,248,44640,396,2480,148
01-11-2024,LILAVATI,4772,1500,10,250,45000,400,2500,157
01-12-2024,LILAVATI,5432,1410,9,235,42300,376,2350,147
01-01-2019,NANAVATI,5800,1488,9,248,44640,396,2480,146
01-02-2019,NANAVATI,4751,1464,9,244,43920,390,2440,147
01-03-2019,NANAVATI,4376,1398,9,233,41940,372,2330,154
01-04-2019,NANAVATI,4817,1458,9,243,43740,388,2430,143
01-05-2019,NANAVATI,5016,1410,9,235,42300,376,2350,146
01-06-2019,NANAVATI,5390,1476,9,246,44280,393,2460,129
01-07-2019,NANAVATI,4002,1428,9,238,42840,380,2380,175
01-08-2019,NANAVATI,5366,1458,9,243,43740,388,2430,191
01-09-2019,NANAVATI,5263,1572,10,262,47160,419,2620,152
01-10-2019,NANAVATI,4486,1452,9,242,43560,387,2420,164
01-11-2019,NANAVATI,5170,1476,9,246,44280,393,2460,155
01-12-2019,NANAVATI,4995,1428,9,238,42840,380,2380,131
01-01-2020,NANAVATI,4881,1428,9,238,42840,380,2380,138
01-02-2020,NANAVATI,4859,1380,9,230,41400,368,2300,133
01-03-2020,NANAVATI,4185,1470,9,245,44100,392,2450,127
01-04-2020,NANAVATI,5556,1488,9,248,44640,396,2480,168
01-05-2020,NANAVATI,5228,1458,9,243,43740,388,2430,191
01-06-2020,NANAVATI,4509,1446,9,241,43380,385,2410,206
01-07-2020,NANAVATI,4870,1584,10,264,47520,422,2640,173
01-08-2020,NANAVATI,4123,1356,9,226,40680,361,2260,193
01-09-2020,NANAVATI,5338,1368,9,228,41040,364,2280,179
01-10-2020,NANAVATI,5339,1566,10,261,46980,417,2610,164
01-11-2020,NANAVATI,4547,1332,8,222,39960,355,2220,152
01-12-2020,NANAVATI,4937,1458,9,243,43740,388,2430,171
01-01-2021,NANAVATI,5116,1476,9,246,44280,393,2460,147
01-02-2021,NANAVATI,4909,1458,9,243,43740,388,2430,160
01-03-2021,NANAVATI,5040,1530,10,255,45900,408,2550,133
01-04-2021,NANAVATI,4953,1392,9,232,41760,371,2320,169
01-05-2021,NANAVATI,3977,1458,9,243,43740,388,2430,168
01-06-2021,NANAVATI,4396,1476,9,246,44280,393,2460,218
01-07-2021,NANAVATI,5109,1530,10,255,45900,408,2550,168
01-08-2021,NANAVATI,5350,1392,9,232,41760,371,2320,162
01-09-2021,NANAVATI,4777,1554,10,259,46620,414,2590,169
01-10-2021,NANAVATI,5297,1458,9,243,43740,388,2430,137
01-11-2021,NANAVATI,4085,1548,10,258,46440,412,2580,167
01-12-2021,NANAVATI,4698,1398,9,233,41940,372,2330,133
01-01-2022,NANAVATI,5282,1446,9,241,43380,385,2410,177
01-02-2022,NANAVATI,4797,1434,9,239,43020,382,2390,124
01-03-2022,NANAVATI,5691,1530,10,255,45900,408,2550,120
01-04-2022,NANAVATI,5037,1464,9,244,43920,390,2440,129
01-05-2022,NANAVATI,4892,1440,9,240,43200,384,2400,140
01-06-2022,NANAVATI,4846,1440,9,240,43200,384,2400,154
01-07-2022,NANAVATI,5683,1452,9,242,43560,387,2420,163
01-08-2022,NANAVATI,4736,1512,10,252,45360,403,2520,180
01-09-2022,NANAVATI,5119,1458,9,243,43740,388,2430,131
01-10-2022,NANAVATI,4970,1392,9,232,41760,371,2320,175
01-11-2022,NANAVATI,5145,1506,10,251,45180,401,2510,120
01-12-2022,NANAVATI,4595,1416,9,236,42480,377,2360,143
01-01-2023,NANAVATI,5266,1344,8,224,40320,358,2240,134
01-02-2023,NANAVATI,4449,1596,10,266,47880,425,2660,123
01-03-2023,NANAVATI,5859,1536,10,256,46080,409,2560,127
01-04-2023,NANAVATI,4848,1440,9,240,43200,384,2400,150
01-05-2023,NANAVATI,5129,1482,9,247,44460,395,2470,148
01-06-2023,NANAVATI,4708,1488,9,248,44640,396,2480,161
01-07-2023,NANAVATI,4718,1506,10,251,45180,401,2510,166
01-08-2023,NANAVATI,4874,1536,10,256,46080,409,2560,148
01-09-2023,NANAVATI,4579,1410,9,235,42300,376,2350,159
01-10-2023,NANAVATI,6437,1332,8,222,39960,355,2220,149
01-11-2023,NANAVATI,5039,1464,9,244,43920,390,2440,152
01-12-2023,NANAVATI,4943,1500,10,250,45000,400,2500,149
01-01-2024,NANAVATI,5455,1452,9,242,43560,387,2420,134
01-02-2024,NANAVATI,4995,1506,10,251,45180,401,2510,149
01-03-2024,NANAVATI,5364,1536,10,256,46080,409,2560,132
01-04-2024,NANAVATI,4223,1404,9,234,42120,374,2340,131
01-05-2024,NANAVATI,5151,1530,10,255,45900,408,2550,149
01-06-2024,NANAVATI,5111,1428,9,238,42840,380,2380,173
01-07-2024,NANAVATI,5247,1542,10,257,46260,411,2570,176
01-08-2024,NANAVATI,4467,1464,9,244,43920,390,2440,151
01-09-2024,NANAVATI,4829,1422,9,237,42660,379,2370,144
01-10-2024,NANAVATI,5004,1350,9,225,40500,360,2250,131
01-11-2024,NANAVATI,5359,1506,10,251,45180,401,2510,121
01-12-2024,NANAVATI,4439,1416,9,236,42480,377,2360,156
01-01-2019,BOMBAY,10794,2780,27,556,122320,1112,6116,374
01-02-2019,BOMBAY,13874,2815,28,563,123860,1126,6193,396
01-03-2019,BOMBAY,13748,2470,24,494,108680,988,5434,390
01-04-2019,BOMBAY,12836,2835,28,567,124740,1134,6237,348
01-05-2019,BOMBAY,14182,2865,28,573,126060,1146,6303,426
01-06-2019,BOMBAY,12812,2855,28,571,125620,1142,6281,370
01-07-2019,BOMBAY,12947,2730,27,546,120120,1092,6006,384
01-08-2019,BOMBAY,15013,2715,27,543,119460,1086,5973,396
01-09-2019,BOMBAY,13709,2775,27,555,122100,1110,6105,408
01-10-2019,BOMBAY,13089,2735,27,547,120340,1094,6017,304
01-11-2019,BOMBAY,14680,2755,27,551,121220,1102,6061,367
01-12-2019,BOMBAY,13314,2905,29,581,127820,1162,6391,398
01-01-2020,BOMBAY,12713,2840,28,568,124960,1136,6248,307
01-02-2020,BOMBAY,14750,2970,29,594,130680,1188,6534,449
01-03-2020,BOMBAY,13766,2820,28,564,124080,1128,6204,320
01-04-2020,BOMBAY,15125,2880,28,576,126720,1152,6336,485
01-05-2020,BOMBAY,14311,2810,28,562,123640,1124,6182,388
01-06-2020,BOMBAY,11852,2750,27,550,121000,1100,6050,456
01-07-2020,BOMBAY,15460,2760,27,552,121440,1104,6072,499
01-08-2020,BOMBAY,11962,2880,28,576,126720,1152,6336,528
01-09-2020,BOMBAY,12052,2885,28,577,126940,1154,6347,447
01-10-2020,BOMBAY,12282,2850,28,570,125400,1140,6270,427
01-11-2020,BOMBAY,15717,2675,26,535,117700,1070,5885,404
01-12-2020,BOMBAY,14314,2775,27,555,122100,1110,6105,432
01-01-2021,BOMBAY,12147,2815,28,563,123860,1126,6193,394
01-02-2021,BOMBAY,12157,2785,27,557,122540,1114,6127,299
01-03-2021,BOMBAY,14559,3080,30,616,135520,1232,6776,353
01-04-2021,BOMBAY,14238,2815,28,563,123860,1126,6193,425
01-05-2021,BOMBAY,14469,2890,28,578,127160,1156,6358,467
01-06-2021,BOMBAY,14298,2885,28,577,126940,1154,6347,501
01-07-2021,BOMBAY,15591,2820,28,564,124080,1128,6204,337
01-08-2021,BOMBAY,13568,2830,28,566,124520,1132,6226,415
01-09-2021,BOMBAY,15511,2785,27,557,122540,1114,6127,335
01-10-2021,BOMBAY,11281,2800,28,560,123200,1120,6160,384
01-11-2021,BOMBAY,13811,2810,28,562,123640,1124,6182,314
01-12-2021,BOMBAY,13071,2770,27,554,121880,1108,6094,429
01-01-2022,BOMBAY,13832,2685,26,537,118140,1074,5907,410
01-02-2022,BOMBAY,12129,2990,29,598,131560,1196,6578,345
01-03-2022,BOMBAY,14129,2785,27,557,122540,1114,6127,366
01-04-2022,BOMBAY,13704,2775,27,555,122100,1110,6105,350
01-05-2022,BOMBAY,13749,2630,26,526,115720,1052,5786,385
01-06-2022,BOMBAY,13017,2790,27,558,122760,1116,6138,423
01-07-2022,BOMBAY,15570,2560,25,512,112640,1024,5632,337
01-08-2022,BOMBAY,14294,2760,27,552,121440,1104,6072,356
01-09-2022,BOMBAY,11659,3040,30,608,133760,1216,6688,412
01-10-2022,BOMBAY,13525,2860,28,572,125840,1144,6292,353
01-11-2022,BOMBAY,13242,3015,30,603,132660,1206,6633,369
01-12-2022,BOMBAY,14137,2700,27,540,118800,1080,5940,426
01-01-2023,BOMBAY,13499,2775,27,555,122100,1110,6105,351
01-02-2023,BOMBAY,12889,2910,29,582,128040,1164,6402,379
01-03-2023,BOMBAY,13410,2760,27,552,121440,1104,6072,391
01-04-2023,BOMBAY,12625,2770,27,554,121880,1108,6094,356
01-05-2023,BOMBAY,15283,2735,27,547,120340,1094,6017,364
01-06-2023,BOMBAY,14860,2600,26,520,114400,1040,5720,381
01-07-2023,BOMBAY,14705,2590,25,518,113960,1036,5698,363
01-08-2023,BOMBAY,12212,2810,28,562,123640,1124,6182,403
01-09-2023,BOMBAY,14288,2820,28,564,124080,1128,6204,431
01-10-2023,BOMBAY,13640,2990,29,598,131560,1196,6578,322
01-11-2023,BOMBAY,14744,2790,27,558,122760,1116,6138,382
01-12-2023,BOMBAY,13483,2645,26,529,116380,1058,5819,339
01-01-2024,BOMBAY,12931,2910,29,582,128040,1164,6402,310
01-02-2024,BOMBAY,14045,2860,28,572,125840,1144,6292,400
01-03-2024,BOMBAY,15109,2885,28,577,126940,1154,6347,302
01-04-2024,BOMBAY,13389,2755,27,551,121220,1102,6061,339
01-05-2024,BOMBAY,13546,2735,27,547,120340,1094,6017,291
01-06-2024,BOMBAY,11949,2885,28,577,126940,1154,6347,440
01-07-2024,BOMBAY,12585,2615,26,523,115060,1046,5753,405
01-08-2024,BOMBAY,14123,2760,27,552,121440,1104,6072,419
01-09-2024,BOMBAY,15420,2745,27,549,120780,1098,6039,476
01-10-2024,BOMBAY,12408,2820,28,564,124080,1128,6204,345
01-11-2024,BOMBAY,15392,2855,28,571,125620,1142,6281,353
01-12-2024,BOMBAY,12152,2930,29,586,128920,1172,6446,382
01-01-2019,JASLOK,7341,1818,12,303,54540,484,3030,186
01-02-2019,JASLOK,6097,1716,11,286,51480,457,2860,185
01-03-2019,JASLOK,5878,1692,11,282,50760,451,2820,166
01-04-2019,JASLOK,5254,1740,11,290,52200,464,2900,142
01-05-2019,JASLOK,6036,1710,11,285,51300,456,2850,175
01-06-2019,JASLOK,5974,1674,11,279,50220,446,2790,163
01-07-2019,JASLOK,6075,1728,11,288,51840,460,2880,179
01-08-2019,JASLOK,5400,1566,10,261,46980,417,2610,194
01-09-2019,JASLOK,5627,1716,11,286,51480,457,2860,178
01-10-2019,JASLOK,5835,1728,11,288,51840,460,2880,167
01-11-2019,JASLOK,6214,1524,10,254,45720,406,2540,143
01-12-2019,JASLOK,5380,1728,11,288,51840,460,2880,195
01-01-2020,JASLOK,4835,1728,11,288,51840,460,2880,194
01-02-2020,JASLOK,5680,1650,11,275,49500,440,2750,149
01-03-2020,JASLOK,4842,1602,10,267,48060,427,2670,140
01-04-2020,JASLOK,6458,1632,10,272,48960,435,2720,193
01-05-2020,JASLOK,6292,1596,10,266,47880,425,2660,210
01-06-2020,JASLOK,5880,1686,11,281,50580,449,2810,255
01-07-2020,JASLOK,4857,1650,11,275,49500,440,2750,212
01-08-2020,JASLOK,5063,1608,10,268,48240,428,2680,219
01-09-2020,JASLOK,5175,1680,11,280,50400,448,2800,204
01-10-2020,JASLOK,6179,1740,11,290,52200,464,2900,161
01-11-2020,JASLOK,5235,1572,10,262,47160,419,2620,174
01-12-2020,JASLOK,5037,1608,10,268,48240,428,2680,206
01-01-2021,JASLOK,5699,1626,10,271,48780,433,2710,160
01-02-2021,JASLOK,6350,1800,12,300,54000,480,3000,166
01-03-2021,JASLOK,4956,1734,11,289,52020,462,2890,180
01-04-2021,JASLOK,5086,1596,10,266,47880,425,2660,215
01-05-2021,JASLOK,5790,1716,11,286,51480,457,2860,195
01-06-2021,JASLOK,6254,1752,11,292,52560,467,2920,236
01-07-2021,JASLOK,5887,1566,10,261,46980,417,2610,183
01-08-2021,JASLOK,5412,1758,11,293,52740,468,2930,184
01-09-2021,JASLOK,5502,1674,11,279,50220,446,2790,181
01-10-2021,JASLOK,6062,1668,11,278,50040,444,2780,144
01-11-2021,JASLOK,6373,1800,12,300,54000,480,3000,156
01-12-2021,JASLOK,5747,1638,10,273,49140,436,2730,172
01-01-2022,JASLOK,5213,1620,10,270,48600,432,2700,150
01-02-2022,JASLOK,5199,1674,11,279,50220,446,2790,195
01-03-2022,JASLOK,5734,1638,10,273,49140,436,2730,162
01-04-2022,JASLOK,6015,1680,11,280,50400,448,2800,150
01-05-2022,JASLOK,6096,1740,11,290,52200,464,2900,148
01-06-2022,JASLOK,5482,1728,11,288,51840,460,2880,224
01-07-2022,JASLOK,4826,1620,10,270,48600,432,2700,190
01-08-2022,JASLOK,6413,1662,11,277,49860,443,2770,167
01-09-2022,JASLOK,6562,1632,10,272,48960,435,2720,200
01-10-2022,JASLOK,6081,1638,10,273,49140,436,2730,155
01-11-2022,JASLOK,4524,1680,11,280,50400,448,2800,157
01-12-2022,JASLOK,6408,1644,10,274,49320,438,2740,159
01-01-2023,JASLOK,5443,1656,11,276,49680,441,2760,185
01-02-2023,JASLOK,6142,1716,11,286,51480,457,2860,164
01-03-2023,JASLOK,5137,1596,10,266,47880,425,2660,198
01-04-2023,JASLOK,4859,1578,10,263,47340,420,2630,160
01-05-2023,JASLOK,5457,1716,11,286,51480,457,2860,157
01-06-2023,JASLOK,4357,1686,11,281,50580,449,2810,171
01-07-2023,JASLOK,7271,1692,11,282,50760,451,2820,185
01-08-2023,JASLOK,5870,1746,11,291,52380,465,2910,197
01-09-2023,JASLOK,4966,1824,12,304,54720,486,3040,187
01-10-2023,JASLOK,5085,1716,11,286,51480,457,2860,156
01-11-2023,JASLOK,6114,1746,11,291,52380,465,2910,149
01-12-2023,JASLOK,4895,1626,10,271,48780,433,2710,164
01-01-2024,JASLOK,5842,1854,12,309,55620,494,3090,156
01-02-2024,JASLOK,6769,1752,11,292,52560,467,2920,139
01-03-2024,JASLOK,5818,1812,12,302,54360,483,3020,153
01-04-2024,JASLOK,5601,1488,9,248,44640,396,2480,157
01-05-2024,JASLOK,5647,1602,10,267,48060,427,2670,141
01-06-2024,JASLOK,5371,1614,10,269,48420,430,2690,170
01-07-2024,JASLOK,5468,1740,11,290,52200,464,2900,172
01-08-2024,JASLOK,5571,1656,11,276,49680,441,2760,206
01-09-2024,JASLOK,6158,1782,11,297,53460,475,2970,208
01-10-2024,JASLOK,5817,1704,11,284,51120,454,2840,173
01-11-2024,JASLOK,5249,1758,11,293,52740,468,2930,147
01-12-2024,JASLOK,5564,1620,10,270,48600,432,2700,182
01-01-2019,BREACH,2011,967,3,129,18060,154,1032,67
01-02-2019,BREACH,2042,945,3,126,17640,151,1008,75
01-03-2019,BREACH,2123,885,3,118,16520,141,944,55
01-04-2019,BREACH,1963,945,3,126,17640,151,1008,53
01-05-2019,BREACH,2254,1012,4,135,18900,162,1080,64
01-06-2019,BREACH,1998,960,3,128,17920,153,1024,81
01-07-2019,BREACH,2016,937,3,125,17500,150,1000,82
01-08-2019,BREACH,2157,1005,4,134,18760,160,1072,82
01-09-2019,BREACH,1827,990,3,132,18480,158,1056,87
01-10-2019,BREACH,1904,952,3,127,17780,152,1016,70
01-11-2019,BREACH,2062,982,3,131,18340,157,1048,81
01-12-2019,BREACH,2188,982,3,131,18340,157,1048,67
01-01-2020,BREACH,1956,1050,4,140,19600,168,1120,67
01-02-2020,BREACH,1843,922,3,123,17220,147,984,63
01-03-2020,BREACH,2180,975,3,130,18200,156,1040,64
01-04-2020,BREACH,2206,997,3,133,18620,159,1064,92
01-05-2020,BREACH,2178,922,3,123,17220,147,984,94
01-06-2020,BREACH,1820,915,3,122,17080,146,976,88
01-07-2020,BREACH,1726,990,3,132,18480,158,1056,91
01-08-2020,BREACH,2125,997,3,133,18620,159,1064,89
01-09-2020,BREACH,1892,982,3,131,18340,157,1048,75
01-10-2020,BREACH,1687,990,3,132,18480,158,1056,81
01-11-2020,BREACH,1939,1005,4,134,18760,160,1072,83
01-12-2020,BREACH,2063,990,3,132,18480,158,1056,82
01-01-2021,BREACH,2122,1005,4,134,18760,160,1072,66
01-02-2021,BREACH,1973,967,3,129,18060,154,1032,78
01-03-2021,BREACH,1737,1020,4,136,19040,163,1088,73
01-04-2021,BREACH,2218,990,3,132,18480,158,1056,102
01-05-2021,BREACH,2209,982,3,131,18340,157,1048,84
01-06-2021,BREACH,2312,952,3,127,17780,152,1016,97
01-07-2021,BREACH,1720,990,3,132,18480,158,1056,70
01-08-2021,BREACH,2177,997,3,133,18620,159,1064,73
01-09-2021,BREACH,1898,1057,4,141,19740,169,1128,77
01-10-2021,BREACH,2000,1057,4,141,19740,169,1128,81
01-11-2021,BREACH,1902,937,3,125,17500,150,1000,79
01-12-2021,BREACH,1824,997,3,133,18620,159,1064,81
01-01-2022,BREACH,2068,952,3,127,17780,152,1016,83
01-02-2022,BREACH,2092,990,3,132,18480,158,1056,74
01-03-2022,BREACH,1940,855,3,114,15960,136,912,58
01-04-2022,BREACH,1959,990,3,132,18480,158,1056,79
01-05-2022,BREACH,1969,952,3,127,17780,152,1016,61
01-06-2022,BREACH,1848,982,3,131,18340,157,1048,71
01-07-2022,BREACH,1839,997,3,133,18620,159,1064,79
01-08-2022,BREACH,2164,982,3,131,18340,157,1048,77
01-09-2022,BREACH,1960,945,3,126,17640,151,1008,70
01-10-2022,BREACH,1690,960,3,128,17920,153,1024,63
01-11-2022,BREACH,1951,960,3,128,17920,153,1024,68
01-12-2022,BREACH,1870,1012,4,135,18900,162,1080,62
01-01-2023,BREACH,1929,952,3,127,17780,152,1016,62
01-02-2023,BREACH,2036,952,3,127,17780,152,1016,72
01-03-2023,BREACH,1814,952,3,127,17780,152,1016,60
01-04-2023,BREACH,1642,997,3,133,18620,159,1064,64
01-05-2023,BREACH,2538,982,3,131,18340,157,1048,63
01-06-2023,BREACH,1644,967,3,129,18060,154,1032,71
01-07-2023,BREACH,1890,1012,4,135,18900,162,1080,73
01-08-2023,BREACH,1935,1050,4,140,19600,168,1120,93
01-09-2023,BREACH,2073,990,3,132,18480,158,1056,71
01-10-2023,BREACH,2169,960,3,128,17920,153,1024,62
01-11-2023,BREACH,2340,967,3,129,18060,154,1032,73
01-12-2023,BREACH,1926,1012,4,135,18900,162,1080,60
01-01-2024,BREACH,1945,1042,4,139,19460,166,1112,71
01-02-2024,BREACH,2325,1057,4,141,19740,169,1128,86
01-03-2024,BREACH,1696,982,3,131,18340,157,1048,67
01-04-2024,BREACH,1780,982,3,131,18340,157,1048,58
01-05-2024,BREACH,1892,945,3,126,17640,151,1008,63
01-06-2024,BREACH,2044,922,3,123,17220,147,984,78
01-07-2024,BREACH,1953,937,3,125,17500,150,1000,82
01-08-2024,BREACH,2096,945,3,126,17640,151,1008,70
01-09-2024,BREACH,1938,990,3,132,18480,158,1056,68
01-10-2024,BREACH,2245,997,3,133,18620,159,1064,66
01-11-2024,BREACH,1883,877,3,117,16380,140,936,61
01-12-2024,BREACH,1866,930,3,124,17360,148,992,71
01-01-2019,SAIFEE,1969,1087,4,145,20300,174,1160,82
01-02-2019,SAIFEE,2375,1057,4,141,19740,169,1128,86
01-03-2019,SAIFEE,2595,1192,4,159,22260,190,1272,71
01-04-2019,SAIFEE,2553,1260,5,168,23520,201,1344,97
01-05-2019,SAIFEE,2931,1095,4,146,20440,175,1168,75
01-06-2019,SAIFEE,2393,1215,4,162,22680,194,1296,91
01-07-2019,SAIFEE,2687,1132,4,151,21140,181,1208,83
01-08-2019,SAIFEE,2814,1192,4,159,22260,190,1272,91
01-09-2019,SAIFEE,2689,1177,4,157,21980,188,1256,107
01-10-2019,SAIFEE,2667,1207,4,161,22540,193,1288,90
01-11-2019,SAIFEE,2686,1177,4,157,21980,188,1256,81
01-12-2019,SAIFEE,2563,1222,4,163,22820,195,1304,89
01-01-2020,SAIFEE,2746,1305,5,174,24360,208,1392,96
01-02-2020,SAIFEE,2738,1162,4,155,21700,186,1240,100
01-03-2020,SAIFEE,2442,1177,4,157,21980,188,1256,67
01-04-2020,SAIFEE,2383,1267,5,169,23660,202,1352,123
01-05-2020,SAIFEE,2213,1230,4,164,22960,196,1312,100
01-06-2020,SAIFEE,2092,1207,4,161,22540,193,1288,128
01-07-2020,SAIFEE,2880,1245,4,166,23240,199,1328,115
01-08-2020,SAIFEE,2440,1267,5,169,23660,202,1352,119
01-09-2020,SAIFEE,2347,1170,4,156,21840,187,1248,101
01-10-2020,SAIFEE,2435,1282,5,171,23940,205,1368,103
01-11-2020,SAIFEE,2567,1110,4,148,20720,177,1184,82
01-12-2020,SAIFEE,2996,1140,4,152,21280,182,1216,112
01-01-2021,SAIFEE,2288,1282,5,171,23940,205,1368,96
01-02-2021,SAIFEE,2818,1230,4,164,22960,196,1312,96
01-03-2021,SAIFEE,2259,1125,4,150,21000,180,1200,77
01-04-2021,SAIFEE,3102,1155,4,154,21560,184,1232,117
01-05-2021,SAIFEE,2446,1222,4,163,22820,195,1304,96
01-06-2021,SAIFEE,2189,1230,4,164,22960,196,1312,125
01-07-2021,SAIFEE,2284,1110,4,148,20720,177,1184,95
01-08-2021,SAIFEE,2166,1245,4,166,23240,199,1328,91
01-09-2021,SAIFEE,2382,1275,5,170,23800,204,1360,102
01-10-2021,SAIFEE,2150,1140,4,152,21280,182,1216,82
01-11-2021,SAIFEE,1791,1132,4,151,21140,181,1208,80
01-12-2021,SAIFEE,2384,1282,5,171,23940,205,1368,93
01-01-2022,SAIFEE,2402,1110,4,148,20720,177,1184,89
01-02-2022,SAIFEE,2508,1185,4,158,22120,189,1264,68
01-03-2022,SAIFEE,2254,1237,4,165,23100,198,1320,83
01-04-2022,SAIFEE,2542,1192,4,159,22260,190,1272,72
01-05-2022,SAIFEE,2539,1252,5,167,23380,200,1336,78
01-06-2022,SAIFEE,1987,1252,5,167,23380,200,1336,102
01-07-2022,SAIFEE,2799,1237,4,165,23100,198,1320,81
01-08-2022,SAIFEE,2304,1200,4,160,22400,192,1280,102
01-09-2022,SAIFEE,2551,1185,4,158,22120,189,1264,82
01-10-2022,SAIFEE,2416,1230,4,164,22960,196,1312,82
01-11-2022,SAIFEE,2580,1132,4,151,21140,181,1208,93
01-12-2022,SAIFEE,2673,1230,4,164,22960,196,1312,87
01-01-2023,SAIFEE,2907,1230,4,164,22960,196,1312,92
01-02-2023,SAIFEE,2638,1260,5,168,23520,201,1344,91
01-03-2023,SAIFEE,2535,1282,5,171,23940,205,1368,65
01-04-2023,SAIFEE,2577,1207,4,161,22540,193,1288,84
01-05-2023,SAIFEE,2535,1102,4,147,20580,176,1176,68
01-06-2023,SAIFEE,2604,1207,4,161,22540,193,1288,93
01-07-2023,SAIFEE,2645,1275,5,170,23800,204,1360,98
01-08-2023,SAIFEE,2713,1177,4,157,21980,188,1256,110
01-09-2023,SAIFEE,2590,1177,4,157,21980,188,1256,85
01-10-2023,SAIFEE,2032,1237,4,165,23100,198,1320,76
01-11-2023,SAIFEE,2197,1200,4,160,22400,192,1280,87
01-12-2023,SAIFEE,2311,1207,4,161,22540,193,1288,104
01-01-2024,SAIFEE,2346,1185,4,158,22120,189,1264,90
01-02-2024,SAIFEE,2684,1207,4,161,22540,193,1288,80
01-03-2024,SAIFEE,2397,1222,4,163,22820,195,1304,79
01-04-2024,SAIFEE,2873,1117,4,149,20860,178,1192,79
01-05-2024,SAIFEE,2244,1267,5,169,23660,202,1352,83
01-06-2024,SAIFEE,1968,1260,5,168,23520,201,1344,92
01-07-2024,SAIFEE,2617,1237,4,165,23100,198,1320,86
01-08-2024,SAIFEE,2275,1207,4,161,22540,193,1288,98
01-09-2024,SAIFEE,2406,1050,4,140,19600,168,1120,74
01-10-2024,SAIFEE,2527,1147,4,153,21420,183,1224,92
01-11-2024,SAIFEE,2613,1177,4,157,21980,188,1256,77
01-12-2024,SAIFEE,2062,1147,4,153,21420,183,1224,85
01-01-2019,APOLLO,12075,2610,26,522,114840,1044,5742,338
01-02-2019,APOLLO,13577,2485,24,497,109340,994,5467,307
01-03-2019,APOLLO,11968,2470,24,494,108680,988,5434,343
01-04-2019,APOLLO,13257,2725,27,545,119900,1090,5995,292
01-05-2019,APOLLO,14276,2540,25,508,111760,1016,5588,297
01-06-2019,APOLLO,14905,2715,27,543,119460,1086,5973,383
01-07-2019,APOLLO,11821,2860,28,572,125840,1144,6292,312
01-08-2019,APOLLO,10227,2695,26,539,118580,1078,5929,378
01-09-2019,APOLLO,13136,2640,26,528,116160,1056,5808,409
01-10-2019,APOLLO,11746,2525,25,505,111100,1010,5555,322
01-11-2019,APOLLO,13168,2715,27,543,119460,1086,5973,352
01-12-2019,APOLLO,14519,2800,28,560,123200,1120,6160,424
01-01-2020,APOLLO,11939,2450,24,490,107800,980,5390,336
01-02-2020,APOLLO,13554,2510,25,502,110440,1004,5522,400
01-03-2020,APOLLO,11355,2650,26,530,116600,1060,5830,318
01-04-2020,APOLLO,12550,2705,27,541,119020,1082,5951,408
01-05-2020,APOLLO,15008,2510,25,502,110440,1004,5522,410
01-06-2020,APOLLO,11018,2730,27,546,120120,1092,6006,489
01-07-2020,APOLLO,16214,2625,26,525,115500,1050,5775,412
01-08-2020,APOLLO,13572,2605,26,521,114620,1042,5731,449
01-09-2020,APOLLO,10259,2645,26,529,116380,1058,5819,482
01-10-2020,APOLLO,13933,2690,26,538,118360,1076,5918,423
01-11-2020,APOLLO,11702,2530,25,506,111320,1012,5566,465
01-12-2020,APOLLO,12657,2595,25,519,114180,1038,5709,417
01-01-2021,APOLLO,15045,2690,26,538,118360,1076,5918,329
01-02-2021,APOLLO,13414,2645,26,529,116380,1058,5819,336
01-03-2021,APOLLO,13508,2715,27,543,119460,1086,5973,321
01-04-2021,APOLLO,12769,2745,27,549,120780,1098,6039,439
01-05-2021,APOLLO,12637,2530,25,506,111320,1012,5566,352
01-06-2021,APOLLO,14494,2460,24,492,108240,984,5412,456
01-07-2021,APOLLO,12237,2555,25,511,112420,1022,5621,362
01-08-2021,APOLLO,13025,2755,27,551,121220,1102,6061,330
01-09-2021,APOLLO,11408,2800,28,560,123200,1120,6160,373
01-10-2021,APOLLO,11418,2660,26,532,117040,1064,5852,326
01-11-2021,APOLLO,13937,2740,27,548,120560,1096,6028,364
01-12-2021,APOLLO,12599,2805,28,561,123420,1122,6171,341
01-01-2022,APOLLO,11321,2840,28,568,124960,1136,6248,368
